dim0,dim1,y
215714.0,,14.0
215728.0,811756.0,19.0
,346754.0,14.0
,475987.0,15.0
215794.0,,16.0
,475226.0,15.0
215798.0,549010.0,16.0
,364768.0,14.0
215854.0,555258.0,16.0
,479704.0,15.0
215879.0,,16.0
215923.0,,12.0
,830488.0,19.0
,153407.0,12.0
216036.0,,19.0
,634669.0,17.0
216113.0,732032.0,18.0
,930066.0,20.0
216140.0,702537.0,18.0
216146.0,833002.0,19.0
216151.0,130716.0,12.0
,170180.0,12.0
216189.0,,13.0
216192.0,710274.0,18.0
,123450.0,11.0
,942252.0,20.0
216270.0,,17.0
216348.0,560482.0,16.0
216371.0,376544.0,14.0
,217227.0,12.0
,918141.0,20.0
216446.0,,13.0
216446.0,539082.0,16.0
,811624.0,19.0
216457.0,655722.0,17.0
216502.0,,19.0
216508.0,,11.0
216542.0,737769.0,18.0
,445468.0,15.0
,87067.0,11.0
216624.0,266983.0,13.0
216656.0,702896.0,18.0
216668.0,,11.0
216675.0,,11.0
,833537.0,19.0
216767.0,363755.0,14.0
216776.0,402414.0,14.0
,571746.0,16.0
216800.0,462871.0,15.0
216801.0,,15.0
216809.0,651250.0,17.0
216818.0,442669.0,15.0
,884963.0,20.0
,75799.0,11.0
216870.0,287532.0,13.0
216874.0,544748.0,16.0
,581641.0,16.0
,650600.0,17.0
216912.0,,17.0
,148568.0,12.0
216955.0,731442.0,18.0
216974.0,,18.0
217000.0,,13.0
,276846.0,13.0
217014.0,243705.0,13.0
217073.0,95001.0,11.0
217078.0,,16.0
217081.0,,15.0
217099.0,285307.0,13.0
217160.0,,11.0
,611209.0,17.0
217189.0,,20.0
,40674.0,11.0
,625694.0,17.0
,779727.0,19.0
217310.0,104728.0,11.0
,726004.0,18.0
217330.0,458007.0,15.0
,125771.0,11.0
217400.0,314530.0,14.0
217416.0,,20.0
217479.0,,20.0
,170080.0,12.0
217510.0,,12.0
,546441.0,16.0
,706180.0,18.0
,268191.0,13.0
217604.0,269923.0,13.0
,427727.0,15.0
217622.0,,18.0
217642.0,,20.0
217676.0,,19.0
217684.0,935636.0,20.0
,819830.0,19.0
,705140.0,18.0
217788.0,,15.0
217789.0,271990.0,13.0
,708347.0,18.0
217840.0,890890.0,20.0
217847.0,536222.0,16.0
217856.0,274776.0,13.0
217893.0,,12.0
217938.0,,13.0
217981.0,,16.0
217982.0,855913.0,19.0
,454392.0,15.0
218078.0,892660.0,20.0
,666614.0,17.0
,635022.0,17.0
218282.0,444709.0,15.0
,357396.0,14.0
218296.0,214274.0,12.0
218340.0,76566.0,11.0
218355.0,,20.0
,348706.0,14.0
218372.0,,19.0
218396.0,239373.0,13.0
218400.0,276509.0,13.0
,640903.0,17.0
218413.0,187078.0,12.0
218522.0,802637.0,19.0
218530.0,,14.0
218598.0,,17.0
218615.0,,20.0
218637.0,,11.0
218651.0,,19.0
218797.0,144304.0,12.0
,57818.0,11.0
218813.0,260276.0,13.0
218878.0,,13.0
218878.0,,15.0
218927.0,,12.0
,626872.0,17.0
218960.0,913528.0,20.0
218963.0,542320.0,16.0
219091.0,316422.0,14.0
219098.0,113199.0,11.0
,557444.0,16.0
,75087.0,11.0
219175.0,748384.0,18.0
219179.0,446325.0,15.0
,798352.0,19.0
219182.0,483082.0,15.0
219193.0,,18.0
,734744.0,28.0
219304.0,528738.0,26.0
,932131.0,30.0
219348.0,688843.0,28.0
219396.0,901640.0,30.0
219415.0,,22.0
219521.0,,30.0
219547.0,282333.0,23.0
219585.0,84288.0,21.0
219597.0,307293.0,23.0
,564825.0,26.0
219633.0,529885.0,26.0
219648.0,937935.0,30.0
219655.0,,28.0
219655.0,94777.0,21.0
,719265.0,28.0
219668.0,173420.0,22.0
219701.0,,30.0
,109157.0,21.0
219717.0,897685.0,30.0
219718.0,,28.0
,281988.0,23.0
219758.0,,25.0
219797.0,474134.0,25.0
,460584.0,25.0
219829.0,919220.0,30.0
219896.0,530869.0,26.0
219922.0,,22.0
,633900.0,27.0
,46665.0,21.0
219951.0,456919.0,25.0
219977.0,524334.0,26.0
,519481.0,26.0
220018.0,,21.0
220029.0,,26.0
,284224.0,23.0
220034.0,441654.0,25.0
,463072.0,25.0
,914798.0,30.0
220061.0,92790.0,21.0
220063.0,,23.0
,244477.0,23.0
220130.0,166641.0,22.0
220153.0,768088.0,28.0
,205519.0,22.0
220181.0,,25.0
220192.0,,28.0
,629972.0,27.0
220246.0,738925.0,28.0
220262.0,263291.0,23.0
,538175.0,26.0
220311.0,,27.0
220319.0,,21.0
220330.0,924367.0,30.0
,773940.0,29.0
,384523.0,24.0
220445.0,436332.0,25.0
,602914.0,27.0
220571.0,,26.0
220747.0,,24.0
220760.0,122740.0,21.0
,790475.0,29.0
,514798.0,26.0
,633599.0,27.0
220834.0,374974.0,24.0
220869.0,372743.0,24.0
220872.0,,26.0
220974.0,183591.0,22.0
221024.0,467086.0,25.0
221103.0,370257.0,24.0
221130.0,,26.0
,198323.0,22.0
221199.0,,29.0
221211.0,,28.0
221289.0,,21.0
221292.0,,26.0
221347.0,547403.0,26.0
221417.0,49908.0,21.0
221514.0,,22.0
221535.0,,28.0
221543.0,583673.0,26.0
221564.0,842171.0,29.0
221570.0,647645.0,27.0
,529730.0,26.0
,739136.0,28.0
221624.0,696054.0,28.0
221632.0,629947.0,27.0
,783172.0,29.0
,814404.0,29.0
221669.0,,25.0
221681.0,,27.0
221696.0,784292.0,29.0
221717.0,,28.0
221722.0,,23.0
221730.0,,24.0
221731.0,,29.0
221778.0,,29.0
,925065.0,30.0
221831.0,76300.0,21.0
,498422.0,26.0
221843.0,,24.0
,208219.0,22.0
221857.0,629462.0,27.0
221858.0,50383.0,21.0
,354394.0,24.0
221875.0,,29.0
221887.0,174051.0,22.0
221922.0,356735.0,24.0
221925.0,,21.0
221928.0,158973.0,22.0
221948.0,849984.0,29.0
221959.0,,28.0
,271060.0,23.0
,835973.0,29.0
,800967.0,29.0
,342160.0,24.0
,915205.0,30.0
222037.0,,28.0
222040.0,654750.0,27.0
,444073.0,25.0
222051.0,176064.0,22.0
,648218.0,27.0
222104.0,403341.0,24.0
222120.0,,28.0
222134.0,,21.0
222143.0,898153.0,30.0
222162.0,78194.0,21.0
222176.0,325954.0,24.0
222198.0,,23.0
222212.0,237830.0,23.0
222215.0,923758.0,30.0
222238.0,,24.0
222239.0,,26.0
,786167.0,29.0
222253.0,293673.0,23.0
,601102.0,27.0
222269.0,631421.0,27.0
222276.0,,22.0
,731533.0,28.0
222349.0,208300.0,22.0
,157627.0,22.0
222388.0,,29.0
,981672.0,30.0
222403.0,,29.0
222414.0,,26.0
222419.0,572630.0,26.0
222446.0,,22.0
,601222.0,27.0
,638832.0,27.0
,45901.0,21.0
222520.0,,21.0
222522.0,801482.0,29.0
222528.0,435244.0,25.0
222537.0,892162.0,30.0
,664593.0,27.0
,487934.0,25.0
,718945.0,28.0
222658.0,,22.0
,209273.0,22.0
222675.0,,26.0
222680.0,,21.0
222685.0,,24.0
,175555.0,22.0
222752.0,718588.0,28.0
222809.0,928559.0,30.0
222850.0,,22.0
222854.0,,26.0
222867.0,,24.0
222871.0,89701.0,21.0
222923.0,890593.0,30.0
222924.0,,23.0
222961.0,205675.0,22.0
,353149.0,24.0
,797167.0,29.0
223009.0,,24.0
,358021.0,24.0
223048.0,834830.0,29.0
,147808.0,22.0
223107.0,,30.0
,221292.0,23.0
223110.0,,28.0
,161313.0,22.0
223136.0,741553.0,28.0
,120192.0,21.0
223172.0,397099.0,24.0
223192.0,,21.0
,203152.0,22.0
,199851.0,22.0
,449989.0,25.0
,569489.0,26.0
223289.0,85599.0,21.0
223321.0,671396.0,27.0
223376.0,,21.0
,890280.0,30.0
223433.0,,23.0
223460.0,859829.0,29.0
,700567.0,28.0
223480.0,896035.0,30.0
,563084.0,26.0
223489.0,,24.0
223507.0,,25.0
223507.0,531886.0,26.0
223555.0,362842.0,24.0
223564.0,,21.0
,907947.0,30.0
223601.0,252669.0,23.0
223623.0,374325.0,24.0
,276942.0,23.0
,896930.0,30.0
223761.0,893705.0,30.0
,797476.0,29.0
223806.0,,27.0
,474565.0,25.0
,172967.0,22.0
,818528.0,29.0
,44652.0,21.0
223916.0,68145.0,21.0
223975.0,,29.0
224004.0,889581.0,30.0
224013.0,72364.0,21.0
224014.0,,22.0
224060.0,155375.0,22.0
,343109.0,24.0
,143295.0,22.0
,713295.0,28.0
224215.0,821555.0,29.0
224221.0,887625.0,30.0
224244.0,524381.0,26.0
,272288.0,23.0
224263.0,725215.0,28.0
,527781.0,26.0
,840965.0,29.0
,82537.0,21.0
224307.0,,24.0
224308.0,,30.0
224316.0,929368.0,30.0
224325.0,724329.0,28.0
,344782.0,24.0
,247114.0,23.0
224381.0,347728.0,24.0
,518982.0,26.0
,898339.0,30.0
,134366.0,22.0
224531.0,,28.0
224575.0,340301.0,24.0
224584.0,,28.0
224585.0,,28.0
224618.0,641193.0,27.0
224620.0,899857.0,30.0
,838096.0,29.0
224679.0,,24.0
224696.0,754438.0,28.0
224732.0,703549.0,28.0
,545016.0,26.0
,611147.0,27.0
,799552.0,29.0
,889649.0,30.0
,172098.0,22.0
224833.0,,23.0
,952629.0,30.0
224866.0,739046.0,28.0
224889.0,,23.0
224889.0,696181.0,28.0
224928.0,79264.0,21.0
224936.0,387495.0,24.0
224937.0,,28.0
224952.0,,21.0
224953.0,548436.0,26.0
224970.0,,28.0
225036.0,,26.0
225037.0,,28.0
225043.0,264516.0,23.0
,268494.0,23.0
,142001.0,22.0
225082.0,,23.0
225086.0,,22.0
225087.0,175594.0,22.0
,607811.0,27.0
,70766.0,21.0
225143.0,56384.0,21.0
225168.0,,26.0
,478523.0,25.0
225272.0,661173.0,27.0
,336856.0,24.0
225383.0,651403.0,27.0
225415.0,,26.0
225418.0,,26.0
225433.0,363300.0,24.0
,457138.0,25.0
225455.0,,21.0
225477.0,159086.0,22.0
,445989.0,25.0
225588.0,,30.0
225588.0,169209.0,22.0
,922734.0,30.0
,157930.0,22.0
225612.0,163052.0,22.0
,546010.0,26.0
225655.0,248542.0,23.0
225708.0,662421.0,27.0
225718.0,,22.0
,375556.0,24.0
,467032.0,25.0
225765.0,137231.0,22.0
225788.0,205975.0,22.0
225832.0,,27.0
,107155.0,21.0
225900.0,827097.0,29.0
,868064.0,30.0
225940.0,152351.0,22.0
225981.0,511419.0,26.0
225996.0,,29.0
226011.0,949829.0,30.0
,811834.0,29.0
,542461.0,26.0
,409853.0,25.0
226085.0,,29.0
226091.0,,28.0
226105.0,,30.0
226106.0,79767.0,21.0
226111.0,752906.0,28.0
,769421.0,28.0
226124.0,226946.0,23.0
226132.0,929614.0,30.0
226141.0,367311.0,24.0
226145.0,,30.0
226159.0,534806.0,26.0
226196.0,941743.0,30.0
,707529.0,28.0
226223.0,,28.0
,927381.0,30.0
,146228.0,22.0
,603020.0,27.0
226317.0,615942.0,27.0
226321.0,575964.0,26.0
226323.0,623053.0,27.0
,531218.0,26.0
,420563.0,25.0
,844950.0,29.0
226413.0,582343.0,26.0
226421.0,741566.0,28.0
226498.0,506185.0,26.0
,338481.0,24.0
,834042.0,29.0
226563.0,,23.0
,30658.0,21.0
226630.0,398091.0,24.0
226634.0,908848.0,30.0
226636.0,613233.0,27.0
226681.0,,25.0
,600548.0,27.0
226734.0,,28.0
226744.0,,23.0
226749.0,221938.0,23.0
,105891.0,21.0
226764.0,44566.0,21.0
226768.0,,26.0
226797.0,322017.0,24.0
,285560.0,23.0
226809.0,452220.0,25.0
,74079.0,21.0
,688969.0,28.0
,824538.0,29.0
226905.0,,21.0
226924.0,323766.0,24.0
226957.0,635493.0,27.0
226989.0,355894.0,24.0
226990.0,,28.0
226994.0,,27.0
226996.0,,23.0
226996.0,887872.0,30.0
226999.0,,23.0
227043.0,,23.0
227054.0,,23.0
,54824.0,21.0
227068.0,359564.0,24.0
227069.0,,27.0
227072.0,270203.0,23.0
,846266.0,29.0
,716370.0,28.0
227093.0,,24.0
227101.0,,21.0
227105.0,,29.0
,37686.0,21.0
227140.0,,27.0
227140.0,875128.0,30.0
,467422.0,25.0
227206.0,650550.0,27.0
,393963.0,24.0
227311.0,386060.0,24.0
227323.0,,22.0
227333.0,,27.0
227338.0,633014.0,27.0
227347.0,,25.0
227352.0,,27.0
227394.0,647499.0,27.0
227412.0,627963.0,27.0
,709393.0,28.0
,888028.0,30.0
,650651.0,27.0
227454.0,746026.0,28.0
227467.0,911602.0,30.0
227491.0,912817.0,30.0
227550.0,,23.0
227555.0,,23.0
227567.0,741773.0,28.0
,448753.0,25.0
227624.0,,22.0
,120551.0,21.0
227657.0,,24.0
227669.0,372848.0,24.0
227671.0,,26.0
227689.0,822917.0,29.0
,731200.0,28.0
227760.0,204850.0,22.0
227785.0,553174.0,26.0
,39467.0,21.0
227793.0,922212.0,30.0
227814.0,,21.0
,192038.0,22.0
227883.0,345129.0,24.0
227895.0,886481.0,30.0
227973.0,,22.0
227985.0,928450.0,30.0
227988.0,,25.0
228027.0,,30.0
228044.0,684277.0,28.0
228045.0,259678.0,23.0
228054.0,478897.0,25.0
228065.0,,27.0
,361384.0,24.0
228066.0,,26.0
228088.0,443186.0,25.0
,359725.0,24.0
,162306.0,22.0
,460594.0,25.0
228149.0,531908.0,26.0
228152.0,104494.0,21.0
,569316.0,26.0
,384464.0,24.0
228193.0,32618.0,21.0
,339377.0,24.0
228217.0,60686.0,21.0
228234.0,255268.0,23.0
228242.0,473934.0,25.0
,532380.0,26.0
228304.0,,30.0
228315.0,,25.0
228318.0,,27.0
,513525.0,26.0
,163123.0,22.0
228331.0,159601.0,22.0
228331.0,,25.0
,827574.0,29.0
,358682.0,24.0
228369.0,343003.0,24.0
228428.0,434612.0,25.0
228465.0,,22.0
,538366.0,26.0
228511.0,547907.0,26.0
228548.0,894800.0,30.0
228569.0,449636.0,25.0
228612.0,613590.0,27.0
228615.0,384192.0,24.0
228633.0,315074.0,24.0
,102756.0,21.0
228652.0,,26.0
228654.0,744894.0,28.0
228657.0,625621.0,27.0
228681.0,626209.0,27.0
228695.0,893824.0,30.0
228735.0,206311.0,22.0
228746.0,350705.0,24.0
228755.0,85360.0,21.0
,656146.0,27.0
228777.0,,30.0
228777.0,903310.0,30.0
,541895.0,26.0
228793.0,,27.0
228805.0,516654.0,26.0
228814.0,,27.0
228817.0,90315.0,21.0
228822.0,631706.0,27.0
228841.0,,29.0
228846.0,,30.0
,370046.0,24.0
228886.0,450803.0,25.0
228931.0,,27.0
228954.0,224990.0,23.0
,421172.0,25.0
228977.0,,25.0
228984.0,95814.0,21.0
229012.0,895167.0,30.0
229077.0,923418.0,30.0
229085.0,383526.0,24.0
229099.0,,30.0
229102.0,455705.0,25.0
229108.0,,29.0
229155.0,475031.0,25.0
229159.0,,30.0
229189.0,,27.0
229190.0,731161.0,28.0
,532421.0,26.0
,271991.0,23.0
,361926.0,24.0
229303.0,228853.0,23.0
,452426.0,25.0
229347.0,734447.0,28.0
229366.0,654749.0,27.0
229417.0,,25.0
,738127.0,28.0
,251866.0,23.0
229451.0,553366.0,26.0
229468.0,,27.0
229494.0,571919.0,26.0
,890479.0,30.0
,451265.0,25.0
229516.0,444425.0,25.0
,738969.0,28.0
,667494.0,27.0
229546.0,859584.0,29.0
229566.0,,25.0
,56731.0,21.0
229626.0,,30.0
229630.0,425962.0,25.0
229641.0,,28.0
229643.0,,30.0
229669.0,785428.0,29.0
229688.0,930806.0,30.0
,722807.0,28.0
229725.0,,24.0
229729.0,,26.0
,195179.0,22.0
229761.0,267739.0,23.0
,255610.0,23.0
,333442.0,24.0
229804.0,,22.0
,628766.0,27.0
,355463.0,24.0
,632039.0,27.0
,664235.0,27.0
,895982.0,30.0
229880.0,,27.0
,67505.0,21.0
229891.0,399085.0,24.0
229891.0,708595.0,28.0
,343424.0,24.0
,602242.0,27.0
229915.0,,30.0
229957.0,,23.0
229971.0,366897.0,24.0
230042.0,,26.0
230045.0,323113.0,24.0
230053.0,,28.0
,706422.0,28.0
230060.0,282614.0,23.0
230075.0,,25.0
,449906.0,25.0
,439703.0,25.0
230136.0,,29.0
230152.0,,30.0
230160.0,,26.0
,481558.0,25.0
,74547.0,21.0
230213.0,495194.0,25.0
230214.0,80072.0,21.0
230224.0,358338.0,24.0
,563135.0,26.0
230281.0,166944.0,22.0
,660103.0,27.0
230307.0,526345.0,26.0
230324.0,,23.0
,391555.0,24.0
230370.0,730000.0,28.0
230372.0,,25.0
230376.0,721741.0,28.0
230395.0,,25.0
230448.0,,22.0
230487.0,,26.0
,464733.0,25.0
230494.0,,30.0
230509.0,295564.0,23.0
230514.0,437495.0,25.0
230518.0,,27.0
230542.0,,24.0
,527915.0,26.0
230551.0,,28.0
230552.0,442437.0,25.0
,456086.0,25.0
230567.0,444531.0,25.0
,956672.0,30.0
230595.0,413396.0,25.0
230596.0,903545.0,30.0
230603.0,167311.0,22.0
230604.0,,24.0
230619.0,,30.0
230626.0,791835.0,29.0
230633.0,,23.0
230649.0,,21.0
230651.0,,25.0
,628172.0,27.0
230694.0,901347.0,30.0
230699.0,905596.0,30.0
,457185.0,25.0
230721.0,892521.0,30.0
230738.0,,28.0
230765.0,938626.0,30.0
230773.0,711342.0,28.0
230825.0,554366.0,26.0
230849.0,676425.0,27.0
230877.0,612600.0,27.0
,334408.0,24.0
230946.0,897240.0,30.0
230974.0,,26.0
,377342.0,24.0
,236863.0,23.0
230998.0,466759.0,25.0
,572771.0,26.0
231025.0,898285.0,30.0
,61285.0,21.0
231137.0,,21.0
,955179.0,30.0
231169.0,923350.0,30.0
,550947.0,26.0
231173.0,250386.0,23.0
,177485.0,22.0
231260.0,,26.0
231264.0,,22.0
231291.0,,21.0
231295.0,,29.0
231296.0,,27.0
231300.0,77715.0,21.0
231309.0,795289.0,29.0
231322.0,,23.0
231327.0,,25.0
,548578.0,26.0
,896528.0,30.0
231337.0,,27.0
231342.0,545572.0,26.0
,822836.0,29.0
231365.0,91863.0,21.0
231376.0,708238.0,28.0
231380.0,,27.0
231390.0,,27.0
,866772.0,30.0
231422.0,,26.0
231452.0,,30.0
231460.0,52761.0,21.0
,536281.0,26.0
,676145.0,27.0
231515.0,,28.0
231540.0,262350.0,23.0
231541.0,,30.0
231616.0,600939.0,27.0
231636.0,,29.0
231659.0,815472.0,29.0
231667.0,,27.0
231668.0,282201.0,23.0
,596076.0,27.0
231746.0,508140.0,26.0
231786.0,260619.0,23.0
231801.0,755101.0,28.0
231821.0,,26.0
,751471.0,28.0
231845.0,96266.0,21.0
231872.0,,22.0
,344626.0,24.0
231883.0,,24.0
231928.0,790615.0,29.0
231935.0,362230.0,24.0
231942.0,292795.0,23.0
231970.0,,26.0
231994.0,944023.0,30.0
231999.0,461827.0,25.0
232006.0,89652.0,21.0
,937323.0,30.0
232022.0,,30.0
232037.0,629918.0,27.0
232064.0,459653.0,25.0
232070.0,360527.0,24.0
,514108.0,26.0
232081.0,195244.0,22.0
232090.0,290762.0,23.0
232093.0,,23.0
,517860.0,26.0
232106.0,,28.0
,364749.0,24.0
232129.0,811583.0,29.0
,703801.0,28.0
232169.0,178497.0,22.0
,266859.0,23.0
232187.0,,29.0
232195.0,,22.0
,884883.0,30.0
232283.0,64486.0,21.0
232313.0,,27.0
232334.0,801736.0,29.0
232343.0,179836.0,22.0
232346.0,,24.0
,308979.0,23.0
232460.0,708140.0,28.0
232466.0,451191.0,25.0
232496.0,365129.0,24.0
,246550.0,23.0
232551.0,,27.0
,805381.0,29.0
,663646.0,27.0
232569.0,166670.0,22.0
232574.0,153156.0,22.0
232601.0,275770.0,23.0
,900468.0,30.0
232618.0,,23.0
,354875.0,24.0
232650.0,246428.0,23.0
,365168.0,24.0
,516650.0,26.0
,586435.0,26.0
232684.0,176714.0,22.0
232685.0,394283.0,24.0
232686.0,720117.0,28.0
232688.0,267198.0,23.0
232696.0,632961.0,27.0
232718.0,,25.0
,171912.0,22.0
232742.0,,22.0
,384979.0,24.0
,278476.0,23.0
232814.0,57839.0,21.0
232835.0,474499.0,25.0
,806586.0,29.0
,450255.0,25.0
232871.0,,30.0
232885.0,392902.0,24.0
232907.0,,29.0
232923.0,654784.0,27.0
232928.0,,30.0
232947.0,895714.0,30.0
,856203.0,29.0
232957.0,,28.0
232971.0,196851.0,22.0
232975.0,276193.0,23.0
,704258.0,28.0
233016.0,,28.0
233026.0,404530.0,25.0
233039.0,846830.0,29.0
,746345.0,28.0
,447620.0,25.0
,330698.0,24.0
,141737.0,22.0
,901266.0,30.0
,796307.0,29.0
233172.0,,27.0
233176.0,722948.0,28.0
233197.0,633935.0,27.0
,462154.0,25.0
233326.0,923339.0,30.0
233342.0,198391.0,22.0
233359.0,570543.0,26.0
233365.0,,24.0
233378.0,244324.0,23.0
233379.0,287682.0,23.0
233390.0,553400.0,26.0
233427.0,689043.0,28.0
,806493.0,29.0
,253100.0,23.0
,87609.0,21.0
233502.0,448727.0,25.0
233509.0,,28.0
233525.0,,21.0
233529.0,377315.0,24.0
233530.0,,24.0
,272538.0,23.0
,74270.0,21.0
233561.0,,25.0
233594.0,562236.0,26.0
233625.0,211702.0,22.0
,341467.0,24.0
233659.0,70566.0,21.0
,130102.0,22.0
233661.0,,27.0
233682.0,846221.0,29.0
233693.0,155346.0,22.0
233750.0,525872.0,26.0
233753.0,,28.0
233777.0,261792.0,23.0
233788.0,,29.0
233822.0,,24.0
,740645.0,28.0
,606064.0,27.0
233845.0,270616.0,23.0
233860.0,80033.0,21.0
233884.0,,28.0
,414118.0,25.0
233887.0,914597.0,30.0
,726147.0,28.0
233926.0,,30.0
233927.0,,24.0
233937.0,,26.0
233965.0,,26.0
233970.0,,28.0
233982.0,,21.0
233992.0,717624.0,28.0
233997.0,297154.0,23.0
234000.0,,22.0
234007.0,169797.0,22.0
234041.0,455802.0,25.0
234052.0,423052.0,25.0
234072.0,536834.0,26.0
,661191.0,27.0
,357707.0,24.0
234108.0,,27.0
234109.0,250347.0,23.0
234116.0,,28.0
234116.0,,30.0
,670560.0,27.0
234155.0,,21.0
234161.0,,27.0
234181.0,,30.0
,866604.0,30.0
,637547.0,27.0
,376476.0,24.0
234200.0,374879.0,24.0
234213.0,616461.0,27.0
234223.0,,30.0
234230.0,86446.0,21.0
,196011.0,22.0
,713601.0,28.0
234275.0,259489.0,23.0
234276.0,,25.0
234279.0,,27.0
234280.0,745068.0,28.0
234283.0,,22.0
,832809.0,29.0
,242312.0,23.0
234375.0,,29.0
234413.0,,26.0
234432.0,43713.0,21.0
234440.0,,30.0
234456.0,824516.0,29.0
234495.0,207196.0,22.0
,368008.0,24.0
,265108.0,23.0
,540775.0,26.0
234543.0,626162.0,27.0
234545.0,184202.0,22.0
234559.0,94789.0,21.0
234559.0,508948.0,26.0
,851216.0,29.0
234574.0,659294.0,27.0
234581.0,424932.0,25.0
234601.0,478398.0,25.0
,863115.0,29.0
234622.0,736435.0,28.0
,471507.0,25.0
,633383.0,27.0
,433451.0,25.0
,269631.0,23.0
234643.0,648879.0,27.0
,544588.0,26.0
234694.0,,25.0
234695.0,,28.0
234729.0,,22.0
234742.0,,26.0
234749.0,,22.0
,127860.0,22.0
,574567.0,26.0
234779.0,,26.0
234817.0,459954.0,25.0
234833.0,835572.0,29.0
,421678.0,25.0
,553353.0,26.0
234877.0,,28.0
,478776.0,25.0
,126514.0,21.0
234929.0,,28.0
234933.0,91013.0,21.0
234938.0,278065.0,23.0
234991.0,250331.0,23.0
,939105.0,30.0
,919237.0,30.0
235012.0,,24.0
,369093.0,24.0
235045.0,839484.0,29.0
235046.0,,22.0
235053.0,922398.0,30.0
235071.0,,26.0
235073.0,,30.0
,566401.0,26.0
235096.0,175654.0,22.0
235105.0,,26.0
,717199.0,28.0
235133.0,,22.0
235140.0,,25.0
235192.0,,26.0
235195.0,,30.0
,444416.0,25.0
,236171.0,23.0
,601780.0,27.0
235252.0,265296.0,23.0
235264.0,638900.0,27.0
235299.0,645432.0,27.0
235315.0,100262.0,21.0
,456525.0,25.0
235337.0,345322.0,24.0
,407457.0,25.0
235370.0,455090.0,25.0
235390.0,,25.0
235393.0,,21.0
235394.0,742770.0,28.0
235395.0,582051.0,26.0
235413.0,,29.0
,170385.0,22.0
,182532.0,22.0
,739785.0,28.0
235470.0,302893.0,23.0
235484.0,81993.0,21.0
235489.0,837511.0,29.0
235489.0,,28.0
235489.0,780450.0,29.0
235489.0,661167.0,27.0
,187648.0,22.0
,456996.0,25.0
,463215.0,25.0
,592709.0,27.0
,647598.0,27.0
235568.0,269674.0,23.0
235568.0,828564.0,29.0
235575.0,390534.0,24.0
,40553.0,21.0
235593.0,,24.0
235605.0,642480.0,27.0
235642.0,372942.0,24.0
,295852.0,23.0
235655.0,,26.0
235657.0,441131.0,25.0
235661.0,63396.0,21.0
235679.0,834437.0,29.0
235682.0,94243.0,21.0
,542963.0,26.0
235704.0,550030.0,26.0
,890181.0,30.0
235711.0,682373.0,28.0
235716.0,738843.0,28.0
235725.0,278846.0,23.0
,903824.0,30.0
235762.0,381233.0,24.0
235766.0,,29.0
,453345.0,25.0
,604539.0,27.0
235786.0,524615.0,26.0
,561425.0,26.0
235807.0,,25.0
235811.0,462394.0,25.0
235820.0,,22.0
235831.0,,28.0
235841.0,,24.0
235859.0,452108.0,25.0
235901.0,174690.0,22.0
,738211.0,28.0
235908.0,537360.0,26.0
235911.0,645239.0,27.0
,810203.0,29.0
235913.0,71133.0,21.0
236016.0,67364.0,21.0
236051.0,549312.0,26.0
,810093.0,29.0
236116.0,908019.0,30.0
,282365.0,23.0
236132.0,98097.0,21.0
236134.0,535619.0,26.0
236167.0,702875.0,28.0
,694689.0,28.0
,650737.0,27.0
236204.0,701830.0,28.0
,565753.0,26.0
236255.0,82982.0,21.0
236255.0,,28.0
236274.0,155979.0,22.0
236281.0,473015.0,25.0
236300.0,478523.0,25.0
,183124.0,22.0
236305.0,739975.0,28.0
236319.0,741070.0,28.0
236348.0,,30.0
236364.0,,29.0
236375.0,191073.0,22.0
236389.0,251695.0,23.0
236392.0,,28.0
,858997.0,29.0
,344809.0,24.0
,667936.0,27.0
236449.0,891225.0,30.0
236450.0,,25.0
236460.0,538772.0,26.0
236472.0,815640.0,29.0
236516.0,388623.0,24.0
236544.0,348678.0,24.0
236548.0,,23.0
,125255.0,21.0
236583.0,270502.0,23.0
236589.0,234276.0,23.0
236614.0,531459.0,26.0
236615.0,,22.0
,212061.0,22.0
236634.0,403361.0,24.0
236636.0,523084.0,26.0
,542526.0,26.0
,770063.0,28.0
,912713.0,30.0
236647.0,,28.0
,628123.0,27.0
,895777.0,30.0
236734.0,716434.0,28.0
,436299.0,25.0
236751.0,567264.0,26.0
236755.0,,21.0
,353754.0,24.0
,85255.0,21.0
,35363.0,21.0
236806.0,562743.0,26.0
236815.0,,29.0
236818.0,169235.0,22.0
236822.0,,22.0
236824.0,,21.0
236838.0,629437.0,27.0
,547625.0,26.0
,717804.0,28.0
236866.0,722775.0,28.0
236867.0,903611.0,30.0
,179240.0,22.0
236887.0,,23.0
236908.0,183599.0,22.0
236922.0,214151.0,22.0
236934.0,146929.0,22.0
236947.0,,24.0
,911273.0,30.0
,185069.0,22.0
,152018.0,22.0
236980.0,,30.0
,903771.0,30.0
,937979.0,30.0
237001.0,632050.0,27.0
237002.0,188371.0,22.0
,432533.0,25.0
,187561.0,22.0
,884948.0,30.0
237137.0,257982.0,23.0
237157.0,,23.0
237166.0,,24.0
237172.0,,22.0
237188.0,584960.0,26.0
237208.0,280559.0,23.0
237211.0,,22.0
237213.0,727997.0,28.0
237236.0,837555.0,29.0
237237.0,,21.0
,186357.0,22.0
237277.0,370769.0,24.0
237283.0,538013.0,26.0
237290.0,299592.0,23.0
237290.0,,26.0
,719496.0,28.0
237292.0,,26.0
